customer_message,expected_intent,expected_escalate,predicted_intent,predicted_escalate,response,similarity,response_quality
"Anyone finding iOS 11 Safari frequently drops pages from history or randomly scrolls to a different point when refreshing a page?
@402269 Scrolling to a random point, yes. Safari for iOS has become a little buggy, while Safari for the Mac is becoming unusable; @115858?
@402268 Thanks for tagging us, we'd like to help with both. Let's start with iOS. Which version? It's in Settings &gt; General &gt; About.",account_access,no,technical_support,n,"@402268 Thanks for tagging us, we'd like to help with both. Let's start with iOS. Which version? It's in Settings &gt; General &gt; About.",0.7662049531936646,good
"@AppleSupport any way I can know my iphone hardware health?
@303497 Thanks for reaching out.  We want to help.  Can you tell us more about what you are experiencing?",technical_support,no,technical_support,n,"@561173 We know how important the performance of your phone and battery is. Please click on the link below to ""Send a Private Message"" https://t.co/GDrqU22YpT",0.641477108001709,good
"Nice “upgrade”, @115858. EVERY application now runs slower on my phone. Even the home screen takes longer to load.
@202923 @115858 My 6s is slow as molasses on iOS 11",connectivity,no,technical_support,n,"@511027 Let’s work together on this. Send us a DM of your iOS version and some details about what’s going on, and we’ll work there. https://t.co/GDrqU22YpT",0.8131580948829651,good
The only thing I hate about this iOS 11 update is the fact I can’t turn off auto brightness . 🤦🏽‍♂️,technical_support,no,technical_support,n,"@309315 In iOS 11, you can find Auto brightness in Settings &gt; General &gt; Accessibility &gt; Display Accommodations &gt; Auto-Brightness.",0.7294121384620667,good
"hey @AppleSupport , trouble with 10,13. Every time I restart my iMac, some files change their default app. I've seen it with jpg and png (switching from preview to capture app) and mp4 + mkv (switching from VLC to SolEol, a subtitle app. or quicktime.)
any idea why?
@AppleSupport I have to manually change the default app (cmd+i) and apply to all. and then it's ok. until I shut down and turn on the beast, and then… back to the other default app. It also happen sometimes without restart… but it's harder to quantify the situation then.
@250054 Thanks for reaching out to us. Has anything changed since you first noticed this happening? Does this happen when booting in Safe Mode? https://t.co/yzqLZ7lfa4",technical_support,no,technical_support,n,"@250054 Alright. We want to confirm, after booting in safe mode, then rebooting normally, is this still occurring? DM us your response. https://t.co/GDrqU22YpT",0.6939517259597778,good
"@AppleSupport, this update to Sierra has not been well received. https://t.co/ffQSjqtb9c
@818123 We want to look into this further with you to figure out what's causing this. Does it only appear this way on certain screens? Have you tried anything on your own that hasn't worked?",product_issue,no,technical_support,n,@431144 We're happy to help. Please follow the steps located here: https://t.co/R5N42RBhdI to resolve this issue. DM if you have any questions. https://t.co/GDrqU22YpT,0.8066608309745789,good
"So I’m using my iPhone charger and I get the message saying “ This accessory is not compatible “ 
😩😩",product_issue,no,billing,n,@212790 That explains it. Third party adapters like this that combine charging are not supported and may stop working after an iOS update. If you want to be able to charge and listen to music consider a Lightning dock like this. https://t.co/thBgZMDgMB,0.6926730871200562,good
"@AppleSupport my phone acts like it has no cellular service doesn’t wanna load anything is it cuz of the update ?
@443576 We can get to the bottom of this together. Does this happen in multiple locations? Do you have service currently?",connectivity,no,connectivity,n,@670333 We know it's important to be able to install the latest software update. You can find help here: https://t.co/4dqFR4gH4g,0.7659353017807007,good
"Mac book pro 2016 issues ... Please RECALL
-Keyboard, unpleasant and shrill type sound (while high-load and heated)
-Keyboard, non-responsive keys(Often occurred)
-Sudden freeze (problem with graphic system?)
-Physical tap sound from inside (Trackpad error?)
@AppleSupport @115858",technical_support,no,technical_support,n,"@384582 Does this happen in any specific app, or is it happening with all apps?",0.6144005656242371,good
"@115858 can we get this fixed or naw ? @AppleSupport https://t.co/bsCNHxtUTY
@503857 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT",account_access,no,other,n,"@367277 Are you experiencing the issue yourself, or are you just seeing where other users have had the issue while typing online?",0.8408714532852173,good
"@AppleSupport Hi there, I would like to know the battery health in my iphone, can you guys help me with that?
@184505 Hey, thanks for reaching out. Are you experiencing any issues with your iPhone battery? If yes, what's going on?",account_access,no,technical_support,n,@259769 We can definitely help with any issues you're having with the battery on your iPhone. There is the chance that issues may be software related. Select the following link to join us in a DM and let us know what's causing the concern for the battery. https://t.co/GDrqU22YpT,0.7507646083831787,good
"This new apple update seriously SUCKS. My phone is lagging and freezing and I cannot install new apps. Get it together Apple. @AppleSupport
@756464 We want you to have a good experience with the update. Which update is currently on your iPhone? You can find out by following the steps here: https://t.co/ZTw54HL4Rm
@AppleSupport I have the latest update available. 11.1.2
@756464 Did these issues happen before updating to iOS 11.1.2? If so, do you remember which update this started on?",technical_support,no,technical_support,n,@284744  We'd love to help you. We understand this would make it difficult to use your iPhone as you'd expect to. Do you notice this happens when you use a specific app? Please DM us. https://t.co/GDrqU22YpT,0.8022364377975464,good
"Wonder if I could still convince @AppleSupport to replace my mid-2010 Macbook Pro's gfx card, since I didn't know there was ever a recall…",technical_support,no,technical_support,n,"@221759 Please join us in DM, and we will take it from there. https://t.co/GDrqU22YpT",0.5881602764129639,good
"@AppleSupport Pathetic IOS 11, UI lag, speakar not working and phone hang so frequent on my iphone 7, is it trick to sell new one ??",technical_support,no,technical_support,n,@371423 We're here to help. Please meet us in DM and we'll take a look at this together. https://t.co/GDrqU22YpT,0.7655866146087646,good
"@115858 @AppleSupport what is this ? Common now don't be like that pls fix this https://t.co/WbYwDm7RHA
@716732 We'd like to look into this with you. Could you tell us which version of iOS you're running? Are you experiencing this issue with all notifications or only certain ones?",account_access,no,information_request,n,"@229510 Good to know, thank you. Does it happen on Wi-Fi and cellular networks?",0.903411328792572,good
"i️ can always rely on u to ruin a good mood
okay this autocorrect thing that is changing i️ into that weird shit is really pissing me off",complaint,no,other,n,"@468841 Hey, there! Is it possible that you created a backup prior to deleting the message? This article may help: https://t.co/NHG3VyKrar",0.5064913034439087,acceptable
"@115858 @53909 @AppleSupport Why does this weird circle keep showing u o when I try to talk to Siri? https://t.co/lyX3cLMGLy
@420894 That is the Siri button in iOS 11. You can click on that to speak to Siri.
@AppleSupport It doesn’t do anything when I press it. And other times when I hold down the home button I get the horizontal line and Siri will work then.
@420894 Is your device configured for ""Hey Siri!"", and if so, does that function work as expected? When did this issue start?",technical_support,no,technical_support,n,"@420894 Is your device configured for ""Hey Siri!"", and if so, does that function work as expected? When did this issue start?",0.7639901041984558,good
"@AppleSupport The iPhone 8+
@682649 Thank you. When do you experience this crackling? Is it constant or intermittent? Does it happen in every app and call?
@AppleSupport It’s pretty constant but only when I listen to music on the speaker
@682649 Let us know any troubleshooting you may have tried on your own, such as any restarts or updates. We'll work from there.",technical_support,no,technical_support,n,@245430 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,0.7762824296951294,good
"@AppleSupport hi i am in the Uk can we add paypal to make purchases?  To buy things from in apps ?
@157656 Here is a helpful link on payment methods. https://t.co/QlgvVVFJem",billing,no,billing,n,@157656 We can help. PayPal as a source for funds is not available in all regions yet. For the full lowdown hit up the experts in billing and buying in our iTunes Store support teams here. https://t.co/SDIe7UiyJN,0.6905602812767029,good
"@AppleSupport the music player in the lock screen is fucked. #ios11update #iphone6s
@534833 We'd be happy help. Are you playing the music through the Apple Music app? Please DM us the exact version of iOS 11 you're using: https://t.co/GDrqU22YpT",account_access,no,technical_support,n,"@317223 Does it not show the currently playing track, or do the buttons to control it not respond?",0.777108907699585,good
@AppleSupport 6S bought five months ago discharging very fast and at times over-heating. Need help! TIA,billing,no,other,n,@142823 We'd like to look into what's happening on your iPhone. Could you join us in DM to get started? https://t.co/GDrqU22YpT,0.7317712306976318,good
"@AppleSupport Not able to call or talk to people on my iPhone 7+... is this due to the iOS 11?
@372794 Let's look into this together so we can get your cellular features working again. Do you have signal bars? Have you restarted?
@AppleSupport I have a signal bar. Reset it once and it worked for a bit...reset it again and then it took 20 min to come back on.
@372794 Let's see if you have a carrier update available. This link helps with how to check: https://t.co/bfoi2mhtX3",connectivity,no,connectivity,y,"@717034 We are here to help. Let's go into Settings &gt; General &gt; About. If you are prompted for a carrier update, please apply and restart. If the issue persists, or no carrier update is available then remove and reinsert your SIM card. We look forward to your reply.",0.7518082857131958,good
iPhone 8 and iPhone 8 Plus. A new generation of iPhone. Available now.,delivery,no,technical_support,n,@328363 Thanks for following up. Send us a DM so we can help you there. https://t.co/GDrqU22YpT,0.6769805550575256,good
"@AppleSupport new iphone 8 plus with issue in the 4g 😒
@771871 We'll get you back to enjoying your new iPhone. Tell us more about the issue you're having with your 4G.
@AppleSupport Phone has no signal for hours
@771871 Let's start by following the steps in this article: https://t.co/5KootZbxj1

Are you in an area with cellular coverage? Also, have you tried to restart you iPhone?",connectivity,no,connectivity,n,@278842 We've recently released iOS 11.1.1. Have you had a chance to update to that yet? Let's also check if you have any updates available in your App Store as well.,0.7118270397186279,good
Can someone explain why my phone just decided to delete all of my text conversations randomly?,connectivity,no,other,n,"@537082 We definitely want to take a look into this with you. Send us your current iOS version in DM, and we’ll continue there. https://t.co/GDrqU22YpT",0.6183135509490967,good
"Dear @115858 @AppleSupport my phone started acting funny since the first new update 😫😩😔😤😡‼️‼️ Please fix or help!
@323726 We can help. Can you tell us more about what you're experiencing? Which iPhone model do you own?",technical_support,no,technical_support,n,@360869 Click on the link to meet us in DM and give us some details about what's not functioning properly. https://t.co/GDrqU22YpT,0.7423456907272339,good
"IOS11.02 insane .... few apps disn’t wrk right .. @115858 @AppleSupport whats wrong with your standards?? https://t.co/lkJE4tkWDF
@200562 We know how important it is to have your apps working as expected. Is the app in the video the only one doing that?",technical_support,no,information_request,n,"@555447 If you're experiencing an issue on your device, we'd like to help. Send us a DM with more information, and we'll go from there. https://t.co/GDrqU22YpT",0.7389063239097595,good
"@AppleSupport The keyboard backlight on my MacBook Air (Late 2013) is not working. Is there any chance that it is a software issue? Thanks.
@268751 Thanks for reaching out to us about this. We'll be happy to assist. First, let's try the steps in this article a try: https://t.co/FYojVXHuwn",product_issue,no,technical_support,n,@664541 We'd like you to reset your System Management Controller (SMC) by following these steps: https://t.co/FYojVXHuwn  Update us after you complete this step.,0.6585471630096436,good
"Hey @115858 @AppleSupport why does High Sierra keep crashing my Mac? its crashed 6 times in a day so far.
@125605 That shouldn't be happening. Let's help. Which version of macOS High Sierra are you using? What happens when it crashes?
@AppleSupport I’m using 10.13.1. It crashed a few times before I updated last night and today as well. The laptop just shuts off completely.
@125605 Let's start with resetting the SMC. Here's more about the SMC and how to reset it: https://t.co/FYojVXHuwn Did that help?",technical_support,no,technical_support,n,@125605 Let's start with resetting the SMC. Here's more about the SMC and how to reset it: https://t.co/FYojVXHuwn Did that help?,0.7105190753936768,good
"The iOS 11 point whatever does nothing but suck the life out of my battery. Way to go @115858. #fb
@204718 Thanks for reaching out to us. Please let us know which device you are using and when you updated your device. Thanks.",technical_support,no,technical_support,n,@727565 We want to help. DM us details on the issues with your iPhone's battery and the iOS version in Settings &gt; General &gt; About and we'll work together towards resolving them. https://t.co/GDrqU22YpT,0.7787917852401733,good
"@AppleSupport hey Apple my MacBook Air suddenly showed a guest user account and some weird version of it? How can I delete this? (I’ve deactivated guest user account) the smiley covers my real on only account 😉 https://t.co/s2zAaKkvYH
@629924 DM us using the link below. Let us know if you recently updated your MacBook Air. https://t.co/GDrqU22YpT",account_access,no,account_access,n,@437261 OK. Your best bet is to reach out to an Advisor here: https://t.co/UJm15vmMM2 They're happy to help!,0.5968963503837585,good
"@AppleSupport https://t.co/nD489AZnJ7
@727159 You've reached the right place for support. To start, can you tell us more about this screenshot? When did you start receiving this message? Also, which model of iPhone and iOS version are you using?",account_access,no,technical_support,n,"@807878 Let's take a look together. Which device model do you have and which exact iOS version number is installed?

Have you tried any steps since this started?",0.8670225143432617,good
"@AppleSupport @116333  Great job apple at messing up older iPhones (6) with the iOS 11.0.2 &amp;11.0.3 . View the clear Lag in the video . https://t.co/gnyaoEQO86
@504440 Thanks for providing the video. We're glad to help you. How long has it been since you have updated?",technical_support,no,technical_support,n,@666128 We're happy to assist. Can you send us a DM with the specifics of what you're experiencing? https://t.co/GDrqU2kzhr,0.8168649673461914,good
"@AppleSupport I’ve downloaded the new iPhone update and my battery lasts half as long. What’s going on?!?
@130248 We completely understand wanting to have good battery life. How long is the battery lasting on a full charge after the update?
@AppleSupport 30% less than before the update. I was totally happy with the battery before this.
@130248 Apologies for the confusion. We meant how long in hours would it last on a full charge.",delivery,no,billing,n,@725334 Let's meet up in DM. Please tell us which version of iOS you have installed on your iPhone there. https://t.co/GDrqU22YpT,0.7110174894332886,good
Why I am not able to sync few offline mp3 tracks to my phone’s iTunes? It says  “Item not available”. I can play it on my Mac. https://t.co/Q23X4Okz43,technical_support,no,technical_support,n,@387353 Hi there. We'd love to help. Are you syncing songs that you purchased from iTunes?,0.7420059442520142,good
"Hey @AppleSupport 
I want to buy unlocked iphone X to use in India, but every sells person in online chat it telling different stories. Please help.
@772037 We're happy to assist. Feel free to contact our Sales Team here:  https://t.co/8yjRd1Xo0i",information_request,no,account_access,n,"@772037 For the best advice based on your region, you'll need to reach out to a Sales Advisor: https://t.co/8yjRd1Xo0i",0.6912589073181152,good
"is anyone else’s phone intensely glitching ?? @115858 fix this lol
@531462 We want to help. Tell us more about what's happening with your iPhone.",technical_support,no,technical_support,n,@630510 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.8286590576171875,good
"@AppleSupport i only have ONE wifi to connect to . ain’t no options . and this https://t.co/wPbLe6lcby
@684198 Let’s make sure your Wi-Fi connection is not having any issues. When you go to Settings &gt; Wi-Fi, do you see a recommendation under the name of the Wi-Fi?
@AppleSupport this ? https://t.co/rOQ8ihJ7KT
@684198 Let's try resetting the network connection on your iPhone to get fresh connection. Tap  Settings &gt; General &gt; Reset &gt; Reset Network Settings. This also resets Wi-Fi networks and passwords, cellular settings, and VPN and APN settings that you’ve used before.",connectivity,no,account_access,n,@770792 Sounds like you've taken some good steps so far. Let's continue to dig into this via DM. You can use this link to connect there: https://t.co/GDrqU22YpT,0.7034895420074463,good
The @115858 #TouchBar is simultaneously the most useless and distracting thing I've ever seen on a laptop.,technical_support,no,complaint,n,"@393437 We want your MacBook Pro to be tailored to you. Check out this article on Touch Bar, Accessibility tips: https://t.co/8DcqJODhCh",0.7112392783164978,good
"Love when my alarm shuts off never goes off and phone shuts down on its own......@115858 expecting a brand new phone
@802213 We understand how much you rely on your iPhone and we're here to help. 

What version of iOS are you currently on? The latest is iOS 11.1.2. 

Additionally, if you create a brand new alarm does the issue persist?",technical_support,no,technical_support,n,"@545476 Let's move our conversation to a Direct Message where we can investigate further, and offer the most relevant next steps. https://t.co/GDrqU22YpT",0.6904156804084778,good
"@115948 @AppleSupport why don’t my playlists appear in my library?? :(
@498301 We'd like to help! Can you tell us the device you are using?",product_issue,no,technical_support,n,@140208 Did this issue begin today? Do you receive any type of error message when trying to add songs?,0.7628093957901001,good
"@115858 can you fix your updates so our I can go back to normal please thank you!
@466539 We can help! What kind of issues are you seeing, and with which software?",technical_support,no,technical_support,n,@518096 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.7864506840705872,good
"Omg @AppleSupport your iPhone #battery life is appalling. In 2 hrs, battery has gone down 40% despite limited use.
@191488 We’re glad you reached out to us today. Battery life is important to stay connected to family and friends, and we’re happy to give you our best tips. Check out this article to maximize your battery life: https://t.co/bivpdfBNJ6 Let us know if further help is needed.",connectivity,no,connectivity,n,"@756907 Alright, when you go to Settings &gt; Battery and tap the clock icon next to 'Last 7 Days' (or similar), do you see any background activity?",0.7280119061470032,good
"@AppleSupport Spotify doesn’t show on lock screen and neither does the volume/RT bar at all. Phone has crashed twice, all after the update.
@416997 Thanks for reaching out. We would love to help you. Can you please tell us which version of iOS you are currently running?",product_issue,no,technical_support,n,@216977 Thanks.  Which exact iOS version are you running?  How do you get the iPhone to respond when it freezes?,0.7738882899284363,good
"هل واجهت مشكلة تعليق الجهاز على شعار  بعد تحديثات iOS 11.x الأخيرة؟ 
@AppleSupport",information_request,no,other,n,@157049 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,0.891241192817688,good
"Dear @115858, please update High Sierra. These glitches are really freaking me out. Thanks in advance - a long time user. https://t.co/Fg0V7UOzCB
@189527 We'd like to help. Could you clarify what specific application(s) you're having this issue with specifically?",technical_support,no,technical_support,n,@337743 Let's get this sorted out together. Please DM us and let us know what happens when you attempt to reinstall macOS High Sierra. https://t.co/GDrqU22YpT,0.6756394505500793,good
"@AppleSupport Still waiting for reply #iphone7 #apple
@AppleSupport Check update https://t.co/te5ipF5LmU
@222729 Thanks for following up with us about your iPhone. We understand wanting to get this issue resolved. Please send us a DM and we'll continue to troubleshoot together. https://t.co/GDrqU22YpT
@AppleSupport What is dm??",delivery,no,technical_support,n,@580575 We've received your DM and will join you there shortly!,0.7814714908599854,good
"Is there way to get my volume to stop muting randomly?? @AppleSupport
@692943 Thanks for reaching out to us today. We'd be happy to look into what's going on with your sound. So we can provide you with the best steps, can you let us know which device and software version you're experiencing this issue on?
@AppleSupport iPhone 7 Plus and iOS 11.1.2
@692943 Great! Thanks for confirming that for us. Next, does your volume mute randomly, when using a particular app, or when performing a specific action?",cancellation,no,technical_support,n,"@670882 Thanks for getting back. To further clarify, does the only happen when you're using specific apps? Since experiencing this issue, have you tried restarting your iPhone to see if that resolves things? Also, let us know which version of iOS you currently have installed.",0.7279154062271118,good
"@AppleSupport When are we going to get this fixed? Happens WAYYY too often.... #iPhone7Plus https://t.co/J0Mja6kkdA
@769280 We know how important it is to have your iPhone performing at its best. Please tell us which device we're working with, and the iOS version number it's running. You can find that by going to Settings &gt; General &gt; About &gt; Version.",technical_support,no,technical_support,n,@327686 Got it. When did this issue first occur? Did you install any new update? Let us know via DM. We'll go from there. https://t.co/GDrqU22YpT,0.8042595386505127,good
"@AppleSupport Iphone 5S on IOS 10 keeps crashing everytime I enter the messages app. i tried resetting all settings, deleted all texts and soft reset (pressing home +power button) and still crashes :(
@150972 We'd be happy to help out. Does this persist when on cellular and Wi-Fi networks? When did you notice this happening?
@AppleSupport (2) recall to be the thing that caused it. I also downloaded the Anomal Crossing app but i dont think that was it. After the video my phone's message app has been acting up and nothing seems to fix it. I have not tried with wifi yet as I dont have wifi today. Tomorrow I will.
@150972 We appreciate you testing out Wi-Fi for us. Do you have any app updates available in the App Store &gt; Updates? If so, while connected to Wi-Fi update apps to ensure compatibility.",connectivity,no,connectivity,n,@189526 That is correct. You would not be able to remove the App Store from the Messages app.,0.7220649123191833,good
"@AppleSupport can you please fix an issue in the iphone headphones that do an annoying sound when they are plugged in.
@172167 We certainly want to take a look into this further. If we understand correctly this only occurs when connecting the EarBuds?",technical_support,no,connectivity,n,"@691957 Thanks for getting back to us with these details. Are you using the EarPods with Lightning Connector, Lightning to 3.5 mm Headphone Jack Adapter, or a Bluetooth headset? Are you using a third-party music app, or the built-in Music app?",0.7425477504730225,good
Share your favorite music with the world or keep the hidden gems to yourself. You choose which of your Apple Music playlists get shared. https://t.co/QKrVxm50y0,other,no,other,n,"@235792 We'll do our best to get things sorted out, so you each only see your preferred music. To get us headed in the right direction, do you use Family Sharing, and do each of you have your own Apple ID?",0.6858963966369629,good
"@AppleSupport Just did recent update now my text replacement doesn’t work. What gives?
@173737 Let's see if we can get those working again. What type of device do you have? Which version did you just update?",product_issue,no,technical_support,y,@527112 Understood. Let's continue in DM. Send us a message and we'll follow up there. https://t.co/GDrqU22YpT,0.8368926048278809,good
"Hi @AppleSupport! My dad's iPhone 5 battery is swelling, causing the screen to separate and home button to fall out. Help? He's in Malaysia.",product_issue,no,technical_support,n,@584560 Meet up with us in DM at the link below so we can gather more details and obtain support options for you on this. https://t.co/GDrqU22YpT,0.5874155759811401,good
"@AppleSupport 
Hello, I need urgent help, I accidentally deleted a voice recording on my iPhone. How can I recover it?
@713692 We'll be happy to take a look at this with you. To start, was the voice recording made in the Voice Memos app? Also, do you know if you have a recent backup from prior to deleting the recording? This resource can help: https://t.co/vU7gSUiOfd
@AppleSupport @AppleSupport Yes, the recording was done in the voice note application, but I had no backup
@713692 Thanks for clarifying. Without a backup, there wouldn't be a way to recover the deleted recording. You may want to consider enabling automatic iCloud backups. That can help with ensuring your important data is stored safely: https://t.co/qoJHp4BG4q",account_access,yes,technical_support,n,"@713692 Thanks for clarifying. Without a backup, there wouldn't be a way to recover the deleted recording. You may want to consider enabling automatic iCloud backups. That can help with ensuring your important data is stored safely: https://t.co/qoJHp4BG4q",0.7232264280319214,good
"@785139 @115858 6 or 6s? It seems like all the 6 models are basically being shut off and it’s annoying afff
@258001 We'd like to better understand what's happening to help. Are we correct in saying it's powering off on its own?

Also, which model do you have and what's the exact iOS verison number installed?
@AppleSupport Texts won’t go through, apps not loading, safari not loading. Almost as if there’s no service, but there’s 4 bars. 6 or 6s, 11.1.2 iOS
@258001 Do you experience these issues while connected to Wi-Fi as well? Also, does restarting your iPhone make a difference at all?",connectivity,no,connectivity,n,"@258001 We'd like to better understand what's happening to help. Are we correct in saying it's powering off on its own?

Also, which model do you have and what's the exact iOS verison number installed?",0.7285971641540527,good
"@115858 how to fix messages that are appearing on top of messages sent not on the bottom of them (as a conversation) so frustrating 😠
@360226 Let's take a look at your Messages together. Which device is this happening on &amp; what version of iOS is installed?",technical_support,no,technical_support,n,@683800 Thanks for confirming. Do you know if the contacts messaging you with this issue have updated their devices?,0.6857227087020874,good
"@AppleSupport when are you going to fix the issues of iOS 11
@584999 We'd be happy to help out. Have you also updated to iOS 11.1.1? Which Bluetooth devices do you connect to the iPhone?",technical_support,no,connectivity,n,@533805 We've received your DM. Be on the lookout for our reply shortly.,0.7956376671791077,good
"Can you fix this battery issue with the ios11 update? 😡 @AppleSupport
@269721 We want you to have a good experience with an update. Let's work together to get this battery issue resolved. About how long (in hours) is the battery lasting?",account_access,no,technical_support,n,@219646 We received your DM and will reply there.,0.8162083029747009,good
"Neither iPhone alarm went off this morning, had to make a 5:30 AM flight. The 2am alarm on one phone finally went off at 5:40 on it's own. United just charged $640 per person to get on a later flight today 😠 @AppleSupport",cancellation,no,billing,n,"@454860 Which iPhone model and iOS does this occur on? Also, navigate to Settings &gt; General &gt; Date &amp; Time and let us know if the 'Set Automatically' option is turned on and showing the correct information. If needed, this article can help: https://t.co/wd3KILLnjx",0.5647308826446533,good
"I’m trying to type it not fuckin I.T, your product is absolute garbage. Figure it out. @115858 @AppleSupport
@134527 Let's take a closer look at this to get your device working right. Which model do you have and what's the exact OS version number installed?

Have you tried any steps so far and when did this start happening?",technical_support,no,technical_support,n,"@662499 Let's get this figured out. On your iPhone, tap Settings &gt; General &gt; About and provide us with what is next to Version. Please DM us with what you find. https://t.co/GDrqU22YpT",0.6607764959335327,good
"@AppleSupport hi, could you help me with this?
since I’ve updated to iOS11, wifi is almost always turned on even when I turn it off. Thanks
@286523 Have you turned off Wi-Fi from Settings &gt; Wi-Fi? Control Center no longer permanently toggles it off: https://t.co/G7BHuQnDS6",connectivity,no,connectivity,n,"@171701 Thanks for letting us know. Send us a DM, and we'll continue there. https://t.co/GDrqU22YpT",0.7623699903488159,good
"@AppleSupport Please Fix this😡😡😡😡😡😡😡😡 https://t.co/OKjxGuLRTd
@528782 We'd love to help out. What accessory are you using that you get this prompt?",account_access,no,information_request,n,"@814556 Can you tell us what account you feel has been compromised? Please click the link below to Direct Message us, we will help you from there. https://t.co/GDrqU22YpT",0.7244192361831665,good
"My music app won’t open and I can’t open it in the settings either, uh help? @115858
@266419 We'd like to help you get back to listening your music. Could you tell us which device you're using? Which system do you have installed?
@AppleSupport iPhone 7+ and IOS 11.1.2
@266419 Let's start with something simple that can help resolve most issues with a fresh start. Have you restarted your iPhone yet?",product_issue,no,technical_support,n,"@231613 To clarify, does it quit right away or does nothing happen at all when you tap on it? Also, have you tried restarting your iPhone and trying again?",0.8296130895614624,good
"@AppleSupport No, didn't help me because, how i said, my ipad is ios 5.1.1.
@452054 Thank you for clarifying. Have you had Pages installed before?
@AppleSupport No, I haven't. I just bought this iPad two days ago on internet for US$113,21 to study for the college.
@452054 Thank you for that information. Just to confirm, you cannot locate the Pages app in the App Store, is that correct?",account_access,no,connectivity,n,@452054 Hey there! We'd like to lend a hand. Let us know if this article helps: https://t.co/xwPxY5jbEn,0.8139184713363647,good
"@AppleSupport @328363 Could you help me to unlock my iPhone 5 activation
@552955 We'd like to help! When you say unlock your iPhone 5 activation; does that mean you have an activation lock?
@AppleSupport I do not have an activation key.
@552955  That makes sense. Since you do not have an activation key, please DM us to let us know when you submitted for recovery. https://t.co/GDrqU22YpT",account_access,no,technical_support,n,@552955 We'd like to help! When you say unlock your iPhone 5 activation; does that mean you have an activation lock?,0.8971066474914551,good
"@115858 check ths out: iPhone X just received 5 days ago &amp; already a wrap. Screen went completely green &amp; phone calls 911 on its own. $1k for this??  Now daughter has no phone, bday on Thursday, &amp; 🍎 wants to authorize another $1k to send a phone😳 https://t.co/w8rYD7ExBd",cancellation,no,technical_support,n,"@645246 Let's get this sorted out together. DM us the issue you're having, model iPhone and iOS 11 version installed to get started.",0.6941741704940796,good
"@AppleSupport Why is it that since iOS 10, I can’t turn Do Not Disturb on or off using Siri while the phone is locked? Doesn’t do it on friends phones.
@820051 We know how convenient our Siri feature can be. We want to help. Let's start by checking your Siri settings to make sure ""Allow Siri When Locked"" is turned on. This article shows you how to check those settings. https://t.co/vDsPkLKaYM",cancellation,no,account_access,n,"@134128 Thanks for clarifying this for us. Just to double check, do you have the screen set to sleep after 5 minutes still?",0.6209738850593567,good
"Fix my shit @AppleSupport
@118249 We're always ready to help, but we'll need more details to start. Reply by DM with which model is it and what's happening with it. https://t.co/GDrqU22YpT",technical_support,no,information_request,n,@464616 We'll be more than happy to continue troubleshooting. Let's keep working in DM. https://t.co/GDrqU22YpT,0.6993082761764526,good
"@AppleSupport when writing email, gmail account, in Mail app, on our iMac, sometimes progressive drafts show up on our iPad, but not iMac
@630382 Let's look into this further and figure it out. Does a restart help? Which macOS version are you running: https://t.co/aTSJR8BjEc
@AppleSupport Haven’t restarted yet, seems intermittent
@630382 Got it. Do you recall how often it happens? Let's restart your Mac, as well as the Mail app to see if anything changes.",account_access,no,account_access,n,@630382 We'd like to take a further look at this with you. Please meet us in DM to continue. https://t.co/GDrqU22YpT,0.7169864177703857,good
Can someone pleeeeeease help me save excell files to my computer idk why I can and it is f r u s t r a t i n g,connectivity,no,other,n,@340296 The pictures might be backed up to iCloud. You can check that at https://t.co/tmRhWEkIq4.,0.4671618938446045,acceptable
"@AppleSupport are these the default number of Kogel was in control centre? https://t.co/4vjJxp8t7A
@203476 In iOS 11, these are the default controls that should show in Control Center.",account_access,no,information_request,n,@296923 With iOS 11 those did change slightly in operation. Find more here on this: https://t.co/G7BHuQnDS6,0.6295293569564819,good
"Dopo più di 10 anni passati a raccontare la bellezza dei prodotti @115858 e l’efficacia del suo servizio clienti, oggi quasi cambio idea: grave delusione per come sono stato trattato dopo aver acquistato un #MacBookPro che dal primo minuto non funziona #NoComment @AppleSupport
@775081 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj",information_request,no,technical_support,n,"@445841 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",0.6022632122039795,good
"Started using the new #iPhoneX at 8am. Ending the day at 9:30pm. Battery is now at 5 percent. Not bad, @115858, not bad.
@519562 @115858 I’ve had to recharge 3 times. Bad @115858. Bad.
@519561 Battery life is definitely important. Tell us the iOS version your iPhone is on, and we’ll partner to get this resolved.",technical_support,no,billing,n,@310897 DM us which iOS device you are using and we can take a look at this. https://t.co/GDrqU22YpT,0.7131853103637695,good
